"marketingCost","zip"
"2.28","67206"
"2.51","67207"
"3.83","67208"
"2.1","67209"
"2.68","67758"
"2.74","72753"
"3.99","27803"
"13.25","96120"
"2.41","89802"
"3.75","23601"
"2.71","23602"
"1.83","89801"
"18","96096"
"2.64","52306"
"4.64","66401"
"1.39","66403"
"2.03","66402"
"18","76185"
"3.96","57755"
"3.61","47338"
"2.33","47339"
"16.57","76180"
"2.23","99524"
"9.92","76182"
"3.5","86301"
"1.47","47330"
"1.75","47331"
"2.65","51443"
"3.03","51442"
"1.62","47334"
"1.58","47335"
"2.89","59313"
"2.53","61759"
"0.8","57037"
"18","95812"
"2.18","59316"
"0.8","97850"
"1.47","59314"
"2.32","87743"
"1.34","87742"
"2.4","61752"
"1.97","87740"
"2.1","87747"
"1.91","61755"
"2.37","61756"
"18","93448"
"1.16","29606"
"1.84","29607"
"2.35","29604"
"3.27","29605"
"0.8","27420"
"0.8","73719"
"2.9","29601"
"2.75","73717"
"1.29","73716"
"2.69","55917"
"2.05","35148"
"2.62","73860"
"3.31","29608"
"3.63","29609"
"2.66","97526"
"3.29","23464"
"1.1","74729"
"3.59","74728"
"3.9","74727"
"2.2","74726"
"2.03","74723"
"2.7","70549"
"14.11","34636"
"2.19","52175"
"3.15","72404"
"12.09","78870"
"12.89","34639"
"3.62","72401"
"12.19","32327"
"3.29","35966"
"3.13","72442"
"18","92329"
"13.56","92328"
"1.71","50063"
"4.02","50060"
"2.04","50061"
"18","92631"
"16.7","92630"
"0.8","39160"
"18","92320"
"5.61","76305"
"6.94","92326"
"13.74","92325"
"18","92324"
"4.23","74859"
"1.83","55921"
"2.65","96538"
"2.9","55923"
"2.51","55924"
"1.64","68725"
"2.04","19355"
"3.83","55927"
"2.64","74851"
"3.38","55929"
"4.86","16127"
"2.99","74852"
"3.37","74855"
"2.81","74854"
"3.02","74857"
"1.95","70094"
"12.73","92309"
"0.8","97528"
"3.61","06001"
"1.52","71030"
"1.62","70544"
"3.58","38329"
"18","77586"
"16.96","77587"
"18","77584"
"18","77585"
"3.62","64850"
"16.9","77583"
"18","77580"
"18","77581"
"16.15","95937"
"2.55","64188"
"3.54","62221"
"2.77","52328"
"4.71","60803"
"2.54","38828"
"2.65","46960"
"18","95934"
"1.12","38754"
"3.55","60805"
"2.43","60804"
"0.8","65325"
"3.06","65324"
"2.21","65327"
"3.49","65326"
"1.67","65453"
"2.97","65452"
"0.8","65323"
"5.6","28435"
"2.59","87522"
"0.8","56149"
"2.52","65459"
"18","79022"
"1.94","41164"
"18","75459"
"18","75456"
"18","75457"
"14.08","75454"
"3.54","38751"
"18","75980"
"1.01","56159"
"18","75451"
"1.99","31805"
"2.13","81601"
"0.87","31807"
"3.52","31806"
"3.47","31801"
"18","77639"
"2.51","31803"
"1.44","54751"
"17.2","77630"
"3.74","31808"
"18","77632"
"2.37","63740"
"18","78009"
"0.8","59875"
"18","95703"
"1.37","37757"
"2.72","80224"
"2.5","54755"
"1.64","46208"
"15.73","75187"
"4.09","75180"
"18","75181"
"18","75182"
"3.73","46201"
"1.83","46203"
"2.45","46202"
"2.02","46205"
"3.28","46204"
"2.49","46206"
"13.39","79830"
"6.34","79831"
"15.56","94002"
"18","94005"
"18","79836"
"18","78003"
"7.92","75672"
"4.95","75670"
"1.02","80227"
"16.0","95419"
"3.49","70002"
"0.8","70003"
"18","90240"
"17.08","90241"
"3.28","70006"
"18","90247"
"2.84","70004"
"18","90245"
"1.5","37201"
"18","90248"
"11.71","90249"
"2.62","57078"
"1.86","85296"
"2.38","85292"
"2.16","57070"
"1.16","57073"
"3.51","57075"
"3.35","85299"
"2.34","62401"
"4.33","58838"
"0.8","70817"
"5.97","33189"
"15.43","33836"
"3.65","23124"
"4.85","33182"
"9.22","33183"
"14.34","33180"
"14.83","33181"
"7.94","33186"
"10.22","33187"
"11.77","33184"
"17.7","33185"
"18","79227"
"3.74","60666"
"3.21","37024"
"2.55","60664"
"2.55","60434"
"3.01","27978"
"2.55","27979"
"0.8","27976"
"2.16","52753"
"1.77","27974"
"4.42","52756"
"2.67","52757"
"2.77","27970"
"18","78739"
"3.65","36551"
"1.67","36005"
"3.87","36558"
"2.44","36559"
"2.01","59871"
"18","79027"
"2.52","96729"
"2.58","74084"
"2.55","85071"
"1.84","80550"
"3.27","07452"
"2.99","80228"
"4.36","85075"
"3.19","80005"
"0.8","80004"
"1.48","80007"
"0.8","85078"
"2.94","80001"
"0.83","80003"
"2.63","80002"
"1.42","48435"
"3.54","48436"
"18","78737"
"2.17","48430"
"2.26","48432"
"3.83","48433"
"3.51","84655"
"2.4","48438"
"1.56","84651"
"4.45","84653"
"9.06","34958"
"3.34","48128"
"3.52","99156"
"1.54","99403"
"1.9","99402"
"1.74","99153"
"2.31","56186"
"4.07","48122"
"4.99","34951"
"2.69","48120"
"15.35","34953"
"3.04","48126"
"3.41","48127"
"0.8","48124"
"6.67","34957"
"9.13","33835"
"3.1","37077"
"4.26","56549"
"2.07","74338"
"3.06","24064"
"14.32","95759"
"18","95758"
"3.23","39760"
"0.8","39762"
"10.38","33455"
"18","92401"
"2.94","11961"
"18","78268"
"16.4","78269"
"1.86","71355"
"0.87","71354"
"18","78264"
"18","78265"
"10.44","33458"
"18","78263"
"2.39","71601"
"18","92407"
"2.36","15601"
"4.81","37074"
"2.17","30185"
"2.97","30184"
"1.99","30183"
"1.22","30182"
"2.26","30180"
"9.51","76377"
"18","76374"
"17.1","95365"
"18","76372"
"5.13","30189"
"1.71","30188"
"3.73","53405"
"3.41","53404"
"2.91","53406"
"4.27","53401"
"1.96","56541"
"3.51","53403"
"1.65","53402"
"18","95368"
"3.5","72860"
"2.18","54750"
"13.98","33983"
"15.17","33980"
"12.18","33981"
"1.94","37209"
"2.08","37208"
"2.3","54756"
"1.89","37754"
"5.62","78002"
"1.84","37204"
"3.19","37207"
"2.79","37206"
"18","78006"
"2.72","37205"
"3.55","37203"
"18","78005"
"13.21","76518"
"18","76519"
"2.58","99553"
"18","76513"
"18","76511"
"16.92","92402"
"10.47","95363"
"18","95360"
"14.55","95361"
"18","95366"
"18","95367"
"18","92404"
"16.06","92405"
"8.86","33831"
"18","92408"
"4.65","37073"
"1.44","08098"
"1.26","37036"
"3.42","50627"
"2.88","46947"
"3.93","50273"
"18","93562"
"1.8","50276"
"1.93","25510"
"1.85","50274"
"3.3","68937"
"2.17","68936"
"2.52","49265"
"2.79","47838"
"2.03","68930"
"1.44","47527"
"2.59","47834"
"2.53","47523"
"2.28","47521"
"1.75","47832"
"2.3","65707"
"2.09","67416"
"2.53","63540"
"3.54","67410"
"2.11","67905"
"1.75","65706"
"18","93563"
"1.75","51030"
"2.0","65257"
"18","91915"
"18","77358"
"2.59","48390"
"2.77","61880"
"15.47","77351"
"2.72","40437"
"18","77357"
"9.36","77356"
"18","77355"
"18","77354"
"1.03","66092"
"0.8","29901"
"2.18","66090"
"2.04","37338"
"2.7","66097"
"2.27","66094"
"3.1","66095"
"1.67","83701"
"2.57","99520"
"3.48","37419"
"18","94585"
"18","79606"
"18","94587"
"2.89","38175"
"18","79603"
"18","79602"
"4.01","94583"
"2.54","28722"
"0.8","28723"
"4.57","28721"
"18","94589"
"15.56","94588"
"3.35","28724"
"3.07","68932"
"14.32","95986"
"10.82","95987"
"18","95984"
"1.72","72944"
"18","95982"
"17.66","95983"
"17.83","95981"
"2.42","29906"
"18","79346"
"12.75","95988"
"3.46","52534"
"2.08","29587"
"18","75110"
"15.38","95139"
"3.88","63967"
"5.87","43209"
"18","75116"
"10.33","32804"
"1.5","89128"
"15.31","32806"
"12.01","32807"
"14.91","32801"
"9.19","32802"
"7.71","32803"
"1.94","89121"
"2.89","96326"
"3.38","89123"
"3.38","89122"
"12.4","93203"
"9.43","32809"
"2.8","89127"
"1.83","89126"
"0.8","61321"
"3.98","61320"
"1.67","55009"
"2.73","55008"
"4.62","61325"
"2.0","47833"
"2.69","61326"
"3.42","55003"
"2.43","55001"
"3.11","55007"
"3.4","55006"
"2.36","55005"
"2.97","49683"
"1.79","35466"
"0.8","01746"
"2.73","35463"
"2.65","35462"
"1.05","63961"
"0.8","01742"
"3.23","72941"
"2.01","51632"
"4.07","51636"
"3.34","51638"
"2.32","51639"
"3.5","65202"
"2.02","02066"
"2.85","65668"
"3.27","65669"
"2.36","06497"
"1.8","63960"
"3.85","82729"
"1.8","65661"
"3.38","82725"
"0.8","82723"
"0.8","65666"
"1.68","65667"
"1.95","64139"
"3.19","64138"
"0.8","64133"
"1.62","64132"
"4.37","64131"
"3.34","64130"
"3.4","64137"
"2.91","46113"
"3.15","64134"
"2.09","74110"
"3.61","74447"
"3.46","28315"
"2.7","74445"
"1.79","74442"
"2.51","74115"
"4.26","74116"
"1.79","74441"
"2.83","74119"
"1.15","66411"
"3.46","35014"
"5.63","45365"
"1.19","46072"
"4.0","51458"
"1.2","46070"
"2.63","46071"
"2.74","46077"
"3.29","46074"
"2.56","46075"
"2.16","48243"
"3.03","42003"
"1.36","48933"
"2.99","42001"
"16.44","79024"
"2.41","52233"
"2.93","52235"
"3.67","56201"
"3.47","98059"
"1.13","98058"
"4.13","97056"
"2.11","98056"
"2.65","98055"
"0.8","98054"
"2.93","56208"
"18","75862"
"2.43","98051"
"3.93","97051"
"17.04","95564"
"3.69","27877"
"2.05","53182"
"1.97","53183"
"14.59","95560"
"5.34","53185"
"3.55","53186"
"1.72","48026"
"0.8","53188"
"1.95","53189"
"14.75","95569"
"10.33","32117"
"9.39","32114"
"2.59","46777"
"5.26","32112"
"13.16","32113"
"9.71","32110"
"12.65","32111"
"2.61","41042"
"1.58","80498"
"2.47","63670"
"6.54","32118"
"2.47","41043"
"1.68","61813"
"18","75962"
"1.03","61811"
"18","93441"
"2.87","61817"
"2.35","27871"
"2.09","61815"
"18","75963"
"2.69","72372"
"2.0","41041"
"2.1","98330"
"3.55","56060"
"3.44","55973"
"3.59","98331"
"3.23","56065"
"2.65","52588"
"3.15","56068"
"18","75966"
"2.1","52585"
"1.61","52584"
"1.78","52583"
"2.11","48769"
"2.94","52581"
"18","95692"
"13.07","95693"
"12.07","95690"
"18","95691"
"18","95696"
"18","95694"
"18","95695"
"3.28","72373"
"1.41","57339"
"1.94","56158"
"3.58","40066"
"1.79","98393"
"1.57","66091"
"1.53","86441"
"3.17","97827"
"4.42","27878"
"4.21","98338"
"3.86","36533"
"2.94","28231"
"18","75243"
"18","75241"
"18","75240"
"18","75247"
"18","75246"
"15.84","75244"
"18","75249"
"18","75248"
"1.82","82727"
"2.49","59758"
"1.7","48336"
"0.8","48335"
"2.86","48334"
"2.96","81019"
"2.82","48332"
"3.47","48331"
"1.95","70049"
"3.32","85716"
"3.08","85717"
"2.07","85714"
"3.03","85715"
"2.39","85712"
"3.56","85713"
"1.92","85710"
"3.76","85711"
"3.2","80949"
"4.37","49126"
"2.57","40150"
"2.92","98395"
"5.1","44691"
"3.16","85718"
"1.52","85719"
"1.99","37692"
"1.2","37690"
"3.49","37691"
"2.38","49428"
"2.3","49424"
"1.48","49425"
"2.85","49426"
"2.03","49420"
"2.05","49421"
"3.69","49422"
"3.12","49423"
"3.44","68748"
"18","79607"
"8.17","94611"
"15.05","94610"
"0.8","28042"
"17.12","94612"
"3.89","98941"
"2.07","38574"
"3.42","98943"
"1.23","98942"
"18","94619"
"11.28","94618"
"2.43","68746"
"2.32","68031"
"18","90057"
"18","90056"
"8.16","94586"
"18","90720"
"16.57","90723"
"0.8","64473"
"2.54","59807"
"1.67","70748"
"1.38","59804"
"3.09","59803"
"3.19","59802"
"2.57","59801"
"18","94580"
"3.08","29718"
"2.2","41065"
"1.89","58622"
"2.33","71162"
"18","79601"
"1.91","69156"
"2.93","42202"
"1.46","64477"
"2.67","58318"
"2.11","28539"
"2.52","39480"
"2.65","66767"
"2.54","46624"
"3.28","28532"
"1.75","28531"
"2.91","28530"
"17.27","94808"
"0.83","30515"
"3.27","62238"
"0.97","73703"
"3.77","30510"
"3.34","30511"
"2.31","30512"
"2.67","30513"
"2.98","62232"
"1.27","62233"
"9.63","94802"
"15.32","94803"
"18","94804"
"16.63","94805"
"1.65","62234"
"2.22","28727"
"2.36","39661"
"2.69","36617"
"18","75709"
"2.87","36611"
"2.27","36610"
"2.66","36613"
"1.53","36612"
"18","79608"
"0.8","36619"
"2.75","36618"
"18","78749"
"14.05","78748"
"2.52","82720"
"18","75656"
"0.8","68409"
"18","78742"
"18","78745"
"18","78744"
"18","78747"
"18","78746"
"18","79908"
"0.8","39667"
"1.85","74437"
"18","95673"
"2.16","37090"
"3.97","68827"
"16.13","91615"
"2.06","37091"
"3.32","56181"
"2.12","83868"
"4.41","40337"
"1.77","40336"
"0.82","29910"
"18","78368"
"1.57","29916"
"2.32","40330"
"2.28","83714"
"3.97","83715"
"2.78","83716"
"4.0","58372"
"3.08","83711"
"1.76","83712"
"2.4","83713"
"2.43","28392"
"3.75","28391"
"4.51","28390"
"3.21","89828"
"10.44","33777"
"2.92","28395"
"1.88","28394"
"4.07","66423"
"2.88","66422"
"3.15","28399"
"8.02","33776"
"1.74","89820"
"1.96","89821"
"2.13","60652"
"0.8","66424"
"3.0","27712"
"2.7","27713"
"2.04","27717"
"18","78362"
"3.0","71234"
"1.94","55979"
"18","75659"
"2.26","18519"
"2.92","88003"
"1.35","97874"
"3.02","97875"
"0.8","67104"
"2.17","97870"
"3.92","32618"
"2.88","35120"
"2.46","73848"
"2.45","35126"
"2.43","35127"
"2.23","35124"
"2.04","35125"
"3.79","29624"
"3.59","29625"
"2.84","29626"
"3.96","29627"
"1.14","29620"
"18","77833"
"18","77830"
"14.41","77831"
"1.85","57015"
"1.95","46943"
"1.35","82605"
"1.59","88009"
"2.96","42275"
"13.74","34613"
"9.35","34611"
"12.53","34610"
"11.31","34614"
"18","94119"
"2.81","72460"
"1.68","72461"
"1.56","72466"
"1.5","72467"
"2.83","39140"
"16.1","92340"
"16.83","92615"
"15.5","92342"
"12.88","92345"
"17.9","92612"
"11.22","92347"
"15.03","92346"
"1.85","39149"
"3.99","96772"
"8.24","92618"
"12.51","34275"
"3.49","63957"
"2.12","50049"
"8.69","34274"
"0.8","50044"
"2.15","50046"
"3.66","50047"
"18","76011"
"2.71","50510"
"3.03","50511"
"12.65","32619"
"2.79","89129"
"1.88","02871"
"9.72","34276"
"2.3","87420"
"2.64","39156"
"7.69","79096"
"1.58","19333"
"12.93","93960"
"2.94","19335"
"10.41","32614"
"14.17","32617"
"3.45","32616"
"2.49","30757"
"3.14","96778"
"2.01","39154"
"3.69","59538"
"2.6","22535"
"2.78","50597"
"18","76014"
"0.8","64832"
"3.76","64833"
"2.45","64831"
"2.73","64836"
"2.9","51052"
"1.02","64834"
"1.52","64835"
"15.08","92333"
"3.5","42069"
"18","91066"
"6.31","93207"
"2.5","39521"
"2.34","67638"
"2.16","89120"
"1.83","51035"
"1.77","56728"
"18","93205"
"18","76656"
"10.66","75474"
"1.86","62531"
"18","75476"
"18","93204"
"12.15","33956"
"3.0","65305"
"18","75473"
"7.28","32808"
"18","75478"
"18","75479"
"15.2","93202"
"1.15","60069"
"2.42","96321"
"4.16","33910"
"1.2","38965"
"1.17","62535"
"2.11","38967"
"2.87","38961"
"1.67","28445"
"4.52","62534"
"2.37","31823"
"3.96","31822"
"5.01","43015"
"1.5","31820"
"3.61","31827"
"2.2","31826"
"2.91","46825"
"4.35","31824"
"13.91","33915"
"18","77650"
"18","77651"
"18","77656"
"18","77657"
"3.07","28442"
"18","96046"
"2.7","53715"
"18","96044"
"0.89","74873"
"2.94","74872"
"14.41","93560"
"16.88","93561"
"3.79","97429"
"2.9","74878"
"18","75650"
"3.99","98557"
"18","75652"
"18","75653"
"3.16","75654"
"1.66","71024"
"2.48","98550"
"18","75657"
"18","75658"
"1.6","36862"
"1.1","07652"
"2.62","57033"
"0.8","98558"
"3.29","61329"
"0.8","36860"
"1.59","30277"
"3.07","71752"
"12.46","90335"
"13.21","76524"
"14.94","94511"
"4.03","64076"
"12.62","90260"
"7.35","92626"
"16.81","90262"
"18","78140"
"18","90265"
"8.29","90266"
"14.34","90267"
"18","79760"
"0.95","30290"
"2.21","17019"
"2.93","85278"
"18","79761"
"2.26","85275"
"1.62","85274"
"2.71","85271"
"18","91412"
"3.53","85273"
"1.88","85272"
"4.4","27954"
"0.8","52772"
"18","91413"
"4.77","62939"
"1.81","62938"
"3.26","52776"
"8.17","32819"
"4.13","62935"
"3.1","62934"
"2.21","36023"
"2.43","62424"
"1.65","27958"
"2.16","62930"
"1.74","62421"
"1.13","62420"
"1.48","30297"
"18","91416"
"2.92","31730"
"1.04","60681"
"3.41","60680"
"1.69","55793"
"1.03","36578"
"2.74","74301"
"0.8","36570"
"2.01","36571"
"2.72","36572"
"0.8","36574"
"3.56","36575"
"1.99","36576"
"1.93","46227"
"3.76","80538"
"3.76","46225"
"2.39","46224"
"18","75937"
"3.96","46222"
"1.35","46221"
"1.22","46220"
"3.57","80530"
"3.29","85013"
"2.6","80020"
"3.16","80027"
"3.18","80026"
"3.16","80537"
"3.57","46228"
"2.02","20906"
"3.48","48101"
"3.44","48450"
"3.7","48103"
"2.51","48104"
"2.56","48105"
"1.95","48106"
"3.83","48455"
"0.8","48108"
"2.39","84633"
"1.42","48458"
"18","92210"
"2.55","84636"
"5.79","62685"
"2.95","62684"
"0.85","99173"
"9.24","33595"
"1.72","56726"
"18","78244"
"18","78245"
"4.36","63084"
"18","78247"
"18","78240"
"4.13","63080"
"2.08","39702"
"2.82","39703"
"2.46","39701"
"18","78248"
"18","78249"
"2.21","63088"
"18","95736"
"1.13","54512"
"11.32","33433"
"3.56","33430"
"9.95","33431"
"15.86","33436"
"3.77","33437"
"16.97","33434"
"2.49","54515"
"1.13","71373"
"2.64","71371"
"2.83","54519"
"0.8","18411"
"2.63","51334"
"2.73","46776"
"1.05","37097"
"3.01","30168"
"2.26","30165"
"1.95","30164"
"4.04","30161"
"18","76687"
"1.76","54845"
"2.11","27212"
"4.66","55797"
"18","76303"
"10.32","33127"
"1.03","49855"
"1.3","49854"
"18","78022"
"3.23","71082"
"18","78024"
"18","78025"
"1.8","49853"
"3.02","21502"
"3.12","63334"
"2.63","63336"
"18","75933"
"2.38","49858"
"2.09","63332"
"3.52","63333"
"4.09","37738"
"3.13","37229"
"2.41","37731"
"3.14","37221"
"3.47","37220"
"12.89","93190"
"3.97","37737"
"2.9","37224"
"0.8","64504"
"2.77","30708"
"2.45","30701"
"3.53","30703"
"1.23","22485"
"3.0","30705"
"5.48","30707"
"2.15","50211"
"3.6","50210"
"2.99","50213"
"4.9","50212"
"2.5","50216"
"15.45","95340"
"18","95341"
"15.78","90309"
"17.12","95344"
"18","95345"
"18","95346"
"0.8","58760"
"3.34","58763"
"0.8","03452"
"10.61","34139"
"3.2","88048"
"17.65","75855"
"18","76354"
"18","76357"
"18","76351"
"2.03","50599"
"12.74","77331"
"2.34","67432"
"1.32","67431"
"1.97","58561"
"18","77335"
"12.69","95269"
"13.99","95634"
"18","77339"
"18","77338"
"2.14","67439"
"2.87","50313"
"1.64","98935"
"2.7","56685"
"3.21","10990"
"3.38","60064"
"1.8","85937"
"3.82","40456"
"1.85","48501"
"2.69","28701"
"2.61","47591"
"2.58","28704"
"0.98","28705"
"3.23","14534"
"2.79","03101"
"1.61","62288"
"2.32","56277"
"1.1","47597"
"18","79373"
"18","76531"
"1.6","72851"
"18","79370"
"13.97","91739"
"10.22","34421"
"2.06","72855"
"1.06","34423"
"18","76538"
"18","91734"
"18","91737"
"4.09","98357"
"16.29","91731"
"8.67","34429"
"17.04","91733"
"18","91732"
"4.37","62284"
"18","77489"
"18","77488"
"18","92284"
"2.21","73107"
"18","92286"
"1.58","73105"
"0.94","73103"
"18","92282"
"18","77480"
"1.94","89107"
"1.02","89106"
"2.7","89104"
"2.01","89103"
"1.9","89450"
"3.38","89101"
"2.22","89452"
"4.6","43220"
"5.24","43221"
"2.75","62280"
"4.23","43224"
"2.81","55032"
"2.93","89109"
"0.8","89108"
"3.84","55060"
"2.6","55063"
"0.93","51031"
"3.35","51036"
"2.39","19107"
"2.99","51034"
"2.67","55066"
"2.79","55069"
"4.17","55068"
"10.11","32868"
"9.95","32869"
"3.88","72210"
"18","93776"
"3.1","06611"
"2.16","27553"
"3.04","27127"
"2.1","98351"
"3.4","82721"
"2.76","61650"
"1.11","61301"
"3.52","64463"
"3.05","65336"
"2.39","65337"
"2.6","60301"
"2.2","60302"
"4.98","35486"
"4.64","60304"
"2.71","60305"
"11.87","93483"
"3.58","47106"
"2.17","02043"
"2.73","23830"
"0.8","49905"
"2.05","47108"
"2.89","65333"
"0.8","27107"
"1.97","27106"
"2.04","27105"
"3.16","27104"
"0.8","27103"
"2.36","82701"
"2.6","27101"
"2.04","68507"
"14.4","94933"
"3.94","72046"
"2.17","30820"
"2.9","60490"
"4.46","68505"
"2.71","68854"
"9.98","34681"
"1.34","40242"
"3.05","68856"
"3.17","86325"
"3.68","52077"
"2.25","49872"
"3.65","64136"
"0.8","47260"
"0.8","80701"
"3.02","68859"
"1.89","74464"
"3.44","74465"
"2.44","74467"
"2.91","74460"
"18","92310"
"4.19","74462"
"3.54","46058"
"2.34","74446"
"2.89","97070"
"3.73","97071"
"1.49","46050"
"3.02","46051"
"0.97","46052"
"3.67","46055"
"4.49","46056"
"1.17","47265"
"1.93","73853"
"2.88","56260"
"2.76","56266"
"2.82","56267"
"1.18","56264"
"2.77","56265"
"2.64","52217"
"3.92","74114"
"2.15","52214"
"1.42","11758"
"2.7","68157"
"2.87","52211"
"1.97","52210"
"13.76","95502"
"18","95503"
"18","93955"
"13.33","95501"
"1.94","96701"
"2.47","86323"
"1.23","53168"
"16.2","93950"
"18","94971"
"3.45","53167"
"2.05","96709"
"2.97","96708"
"1.3","68402"
"2.01","41046"
"10.5","76107"
"5.17","30516"
"8.89","32139"
"9.8","32134"
"5.87","32135"
"8.23","32136"
"12.73","32137"
"11.97","32130"
"3.11","32131"
"6.28","32132"
"3.06","32133"
"18","75460"
"1.51","59903"
"3.98","13617"
"1.59","70605"
"2.39","61871"
"1.43","61873"
"1.69","61872"
"3.59","72319"
"1.27","61874"
"4.4","61877"
"2.68","61876"
"4.41","64151"
"0.8","64150"
"2.65","64153"
"0.8","64152"
"2.97","64155"
"0.8","64154"
"2.55","56088"
"2.51","64156"
"1.18","54440"
"2.77","56085"
"2.64","56082"
"2.16","56081"
"1.58","63437"
"2.16","63436"
"3.87","63435"
"2.49","63432"
"4.94","63430"
"4.54","57350"
"1.89","57353"
"1.31","54443"
"1.6","57355"
"2.8","59855"
"0.99","31815"
"2.92","74931"
"2.27","49629"
"1.9","05091"
"3.33","49627"
"4.18","49625"
"2.2","49622"
"3.07","49623"
"2.89","49620"
"18","75229"
"18","75228"
"18","77530"
"2.55","48813"
"11.51","75221"
"16.42","75220"
"18","75223"
"7.95","75222"
"17.88","75225"
"18","75224"
"18","75227"
"3.15","84020"
"2.52","81033"
"2.51","81030"
"1.7","81036"
"3.56","27046"
"2.3","81039"
"3.21","38619"
"1.95","27047"
"17.97","95213"
"1.81","85738"
"2.57","85739"
"2.16","85734"
"2.86","85735"
"1.88","85736"
"4.22","85737"
"4.06","85730"
"0.8","48762"
"4.72","85732"
"0.8","85733"
"5.55","68015"
"2.36","49448"
"0.8","68017"
"4.04","68010"
"2.7","42553"
"2.85","49442"
"3.31","49443"
"1.64","49440"
"1.97","49441"
"1.81","49446"
"2.42","68019"
"4.24","49444"
"1.57","49445"
"1.79","65261"
"2.91","41083"
"0.8","74572"
"2.34","27049"
"1.34","41086"
"2.59","41105"
"12.53","32910"
"1.71","39568"
"2.04","48767"
"18","90703"
"9.25","90702"
"11.73","90701"
"1.54","68437"
"12.78","90707"
"18","90706"
"2.1","36907"
"17.37","90704"
"2.53","70767"
"1.43","36908"
"1.95","85320"
"2.69","70764"
"3.55","70763"
"3.53","13224"
"2.28","54539"
"3.25","70760"
"3.25","54307"
"3.0","54305"
"4.03","54304"
"3.49","54303"
"2.31","54302"
"1.19","54301"
"2.43","54652"
"3.24","71416"
"2.29","71417"
"2.75","71415"
"1.65","54659"
"3.61","54658"
"0.8","71410"
"1.05","71411"
"4.14","38701"
"3.14","98057"
"3.95","38703"
"1.14","38702"
"1.13","38704"
"1.78","71210"
"2.51","62218"
"2.57","62219"
"2.79","58370"
"1.88","30571"
"2.89","30576"
"0.96","30577"
"2.8","30575"
"3.16","55956"
"1.38","98053"
"2.75","20024"
"3.81","98052"
"2.66","53536"
"4.83","08225"
"14.01","75861"
"3.03","49870"
"1.81","83554"
"4.03","98050"
"2.32","83553"
"2.22","99688"
"18","78151"
"4.53","52132"
"1.31","07024"
"3.31","53181"
"18","75974"
"3.09","58274"
"1.89","98547"
"18","75644"
"18","75643"
"1.02","58784"
"3.85","99615"
"18","95562"
"2.31","99610"
"3.38","31516"
"2.27","67512"
"0.8","98235"
"18","95563"
"2.3","31515"
"2.01","99680"
"2.96","29938"
"2.65","40862"
"2.62","31042"
"2.81","40865"
"3.36","29429"
"18","76273"
"4.63","45347"
"2.2","29422"
"2.27","29935"
"1.97","29936"
"1.95","31044"
"12.23","76271"
"2.79","23139"
"2.48","47665"
"1.13","47666"
"1.99","72227"
"2.25","47660"
"2.08","46217"
"2.81","48908"
"2.75","59424"
"1.64","59427"
"3.26","59421"
"4.07","59420"
"2.29","59351"
"3.56","59422"
"17.19","92178"
"17.65","96015"
"4.01","48906"
"3.55","48907"
"1.79","55952"
"3.35","97818"
"18","75979"
"3.13","38668"
"3.04","97812"
"3.07","54824"
"4.35","54819"
"1.26","97814"
"18","78767"
"3.81","38666"
"3.15","29648"
"2.52","29649"
"1.75","31629"
"1.01","74956"
"16.97","79116"
"3.55","29642"
"1.73","31624"
"0.97","29640"
"3.13","29641"
"2.61","29646"
"1.47","31620"
"4.23","29644"
"4.34","29645"
"18","79416"
"13.96","77050"
"18","79414"
"18","91945"
"18","79412"
"11.75","79413"
"11.55","78839"
"13.81","91941"
"18","78837"
"1.63","62907"
"10.31","78834"
"18","78833"
"8.09","32456"
"7.0","32455"
"2.87","72339"
"7.72","34679"
"3.11","96259"
"18","77053"
"9.26","34673"
"2.95","06776"
"9.4","34674"
"7.58","34677"
"2.85","50536"
"2.23","50530"
"2.66","73575"
"2.81","50532"
"2.73","50533"
"11.63","92365"
"2.96","50538"
"3.48","54622"
"1.72","66441"
"1.72","66440"
"3.86","50028"
"3.12","66442"
"1.96","66113"
"1.5","66112"
"2.8","66111"
"13.79","92814"
"0.91","50022"
"3.37","40322"
"2.29","35810"
"2.73","35811"
"3.46","35816"
"2.48","50027"
"3.16","35814"
"0.88","50025"
"1.7","61466"
"0.8","61467"
"1.4","61465"
"4.32","61462"
"18","91934"
"2.57","27557"
"1.81","61468"
"2.8","61469"
"7.91","77487"
"1.88","54628"
"2.48","37334"
"1.71","06511"
"1.69","62691"
"3.15","06514"
"2.22","57370"
"2.35","61816"
"0.8","41238"
"4.77","80743"
"0.87","18901"
"4.28","61814"
"1.46","37330"
"0.8","28115"
"18","90277"
"2.82","01984"
"2.57","28111"
"3.09","28110"
"1.58","28112"
"10.65","32531"
"0.85","28119"
"1.35","98390"
"3.42","27524"
"18","75410"
"2.0","61818"
"18","75417"
"18","75414"
"1.65","97880"
"1.17","65360"
"18","75418"
"0.8","97883"
"1.73","70032"
"18","77670"
"3.76","38949"
"2.6","71730"
"3.78","72553"
"2.02","59454"
"1.75","38941"
"2.19","70030"
"2.1","38947"
"12.4","34729"
"1.98","30656"
"2.67","35631"
"2.67","41012"
"4.63","43567"
"0.8","88311"
"2.16","59457"
"3.18","56062"
"3.34","30305"
"3.08","56063"
"15.87","96068"
"18","96069"
"6.5","32631"
"3.77","31783"
"18","93016"
"14.42","93545"
"18","93546"
